C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_02_843.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_02_843.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_02_843.jpg, 0, 0, 0, 2.030056
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_02_945.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_02_945.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_02_945.jpg, 0, 0, 0, 2.009691
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_03_047.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_03_047.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_03_047.jpg, 0, 0, 0, 1.98953
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_03_148.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_03_148.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_03_148.jpg, 0, 0, 0, 1.969571
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_03_249.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_03_249.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_03_249.jpg, -0.0438558, 0, 0, 1.949645
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_03_350.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_03_350.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_03_350.jpg, -0.3467609, 0, 0, 1.922033
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_03_453.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_03_453.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_03_453.jpg, -0.6466157, 0, 0, 1.885132
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_03_555.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_03_555.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_03_555.jpg, -0.3933771, 0, 0, 1.865581
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_03_655.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_03_655.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_03_655.jpg, -0.09180994, 0.1825896, 0, 1.90473
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_03_758.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_03_758.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_03_758.jpg, 0, 0.4811619, 0, 2.357673
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_03_858.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_03_858.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_03_858.jpg, 0, 0.7818095, 0, 3.121982
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_03_961.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_03_961.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_03_961.jpg, 0, 1, 0, 4.227611
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_04_061.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_04_061.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_04_061.jpg, 0, 1, 0, 5.390847
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_04_162.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_04_162.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_04_162.jpg, 0, 1, 0, 6.543147
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_04_265.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_04_265.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_04_265.jpg, 0, 1, 0, 7.684257
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_04_365.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_04_365.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_04_365.jpg, -0.0395352, 1, 0, 8.813973
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_04_466.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_04_466.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_04_466.jpg, -0.342671, 1, 0, 9.89876
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_04_566.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_04_566.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_04_566.jpg, -0.256889, 1, 0, 10.97057
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_04_667.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_04_667.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_04_667.jpg, 0, 1, 0, 12.17735
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_04_767.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_04_767.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_04_767.jpg, 0, 1, 0, 12.88175
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_04_869.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_04_869.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_04_869.jpg, 0, 1, 0, 14.12603
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_04_969.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_04_969.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_04_969.jpg, 0, 1, 0, 15.32673
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_05_069.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_05_069.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_05_069.jpg, -0.1519197, 1, 0, 16.25854
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_05_173.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_05_173.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_05_173.jpg, -0.4130219, 1, 0, 17.36838
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_05_275.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_05_275.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_05_275.jpg, -0.05718203, 0.8113971, 0, 18.55088
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_05_375.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_05_375.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_05_375.jpg, 0, 0.5094767, 0, 18.92568
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_05_476.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_05_476.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_05_476.jpg, 0, 0.3889604, 0, 19.45626
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_05_579.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_05_579.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_05_579.jpg, 0, 0.6884251, 0, 19.66126
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_05_680.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_05_680.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_05_680.jpg, 0, 0.985293, 0, 20.66808
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_05_781.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_05_781.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_05_781.jpg, 0, 1, 0, 21.57949
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_05_883.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_05_883.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_05_883.jpg, 0, 1, 0, 22.61988
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_05_984.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_05_984.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_05_984.jpg, -0.0615192, 1, 0, 23.57971
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_06_087.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_06_087.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_06_087.jpg, -0.3597258, 1, 0, 24.48524
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_06_187.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_06_187.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_06_187.jpg, -0.3569001, 1, 0, 25.31149
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_06_290.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_06_290.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_06_290.jpg, -0.0527319, 0.6958317, 0, 26.0903
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_06_392.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_06_392.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_06_392.jpg, 0, 0.4006541, 0, 26.47154
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_06_493.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_06_493.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_06_493.jpg, 0, 0.09625785, 0, 26.49805
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_06_594.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_06_594.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_06_594.jpg, 0, 0, 0, 26.18894
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_06_697.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_06_697.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_06_697.jpg, 0, 0, 0, 25.92625
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_06_798.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_06_798.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_06_798.jpg, 0, 0, 0, 25.66592
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_06_902.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_06_902.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_06_902.jpg, 0, 0.0131079, 0, 25.40818
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_07_004.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_07_004.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_07_004.jpg, 0, 0.3065403, 0, 25.34306
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_07_105.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_07_105.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_07_105.jpg, -0.269763, 0.602429, 0, 25.6089
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_07_206.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_07_206.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_07_206.jpg, -0.5768778, 0.9095438, 0, 26.07496
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_07_306.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_07_306.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_07_306.jpg, -0.3394002, 0.8222506, 0, 26.87424
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_07_406.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_07_406.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_07_406.jpg, -0.03512226, 0.5179727, 0, 27.42201
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_07_508.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_07_508.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_07_508.jpg, 0, 0.2196947, 0, 27.57363
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_07_611.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_07_611.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_07_611.jpg, 0, 0, 0, 27.38076
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_07_713.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_07_713.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_07_713.jpg, 0, 0, 0, 27.1057
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_07_815.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_07_815.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_07_815.jpg, 0.1736796, 0, 0, 26.76619
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_07_918.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_07_918.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_07_918.jpg, 0.4725075, 0, 0, 26.35959
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_08_020.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_08_020.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_08_020.jpg, 0.194016, 0, 0, 26.05474
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_08_121.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_08_121.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_08_121.jpg, -0.096612, 0, 0, 25.77366
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_08_224.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_08_224.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_08_224.jpg, -0.3945429, 0, 0, 25.37317
C:\Users\Myra\Desktop\Data\IMG\center_2020_12_23_11_07_08_324.jpg, C:\Users\Myra\Desktop\Data\IMG\left_2020_12_23_11_07_08_324.jpg, C:\Users\Myra\Desktop\Data\IMG\right_2020_12_23_11_07_08_324.jpg, -0.6072857, 0, 0, 24.84575
